dx_cd,icd_code,icd_type,icd_desc
S27809A,S27.809A,2.0,"UNSPECIFIED INJURY OF DIAPHRAGM, INITIAL ENCOUNTER"
S31600A,S31.600A,2.0,"UNSPECIFIED OPEN WOUND OF ABDOMINAL WALL, RIGHT UPPER QUADRANT WITH PENETRATION INTO PERITONEAL CAVITY, INITIAL ENCOUNTER"
S83105D,S83.105D,2.0,"UNSPECIFIED DISLOCATION OF LEFT KNEE, SUBSEQUENT ENCOUNTER"
S83249S,S83.249S,2.0,"OTHER TEAR OF MEDIAL MENISCUS, CURRENT INJURY, UNSPECIFIED KNEE, SEQUELA"
T161XXA,T16.1XXA,2.0,"FOREIGN BODY IN RIGHT EAR, INITIAL ENCOUNTER"
T22019A,T22.019A,2.0,"BURN OF UNSPECIFIED DEGREE OF UNSPECIFIED FOREARM, INITIAL ENCOUNTER"
T43292A,T43.292A,2.0,"POISONING BY OTHER ANTIDEPRESSANTS, INTENTIONAL SELF-HARM, INITIAL ENCOUNTER"
99657,996.57,1.0,MECHANICAL COMPLICATION DUE TO INSULIN PUMP
0053,005.3,1.0,FOOD POISONING DUE TO OTHER CLOSTRIDIA
07812,078.12,1.0,PLANTAR WART
1418,141.8,1.0,MALIGNANT NEOPLASM OF OTHER SITES OF TONGUE
1537,153.7,1.0,MALIGNANT NEOPLASM OF SPLENIC FLEXURE
1727,172.7,1.0,"MALIGNANT MELANOMA OF SKIN OF LOWER LIMB, INCLUDING HIP"
17309,173.09,1.0,OTHER SPECIFIED MALIGNANT NEOPLASM OF SKIN OF LIP
L89104,L89.104,2.0,"PRESSURE ULCER OF UNSPECIFIED PART OF BACK, STAGE 4"
L98499,L98.499,2.0,NON-PRESSURE CHRONIC ULCER OF SKIN OF OTHER SITES WITH UNSPECIFIED SEVERITY
M12269,M12.269,2.0,"VILLONODULAR SYNOVITIS (PIGMENTED), UNSPECIFIED KNEE"
M153,M15.3,2.0,SECONDARY MULTIPLE ARTHRITIS
M2201,M22.01,2.0,"RECURRENT DISLOCATION OF PATELLA, RIGHT KNEE"
M2240,M22.40,2.0,"CHONDROMALACIA PATELLAE, UNSPECIFIED KNEE"
M23207,M23.207,2.0,"DERANGEMENT OF UNSPECIFIED MENISCUS DUE TO OLD TEAR OR INJURY, LEFT KNEE"
M24071,M24.071,2.0,LOOSE BODY IN RIGHT ANKLE
G10,G10,2.0,HUNTINGTON'S DISEASE
G8252,G82.52,2.0,"QUADRIPLEGIA, C1-C4 INCOMPLETE"
H0261,H02.61,2.0,XANTHELASMA OF RIGHT UPPER EYELID
H05243,H05.243,2.0,"CONSTANT EXOPHTHALMOS, BILATERAL"
H10422,H10.422,2.0,"SIMPLE CHRONIC CONJUNCTIVITIS, LEFT EYE"
M2555,M25.55,2.0,PAIN IN HIP
M4144,M41.44,2.0,"NEUROMUSCULAR SCOLIOSIS, THORACIC REGION"
M4848XS,M48.48XS,2.0,"FATIGUE FRACTURE OF VERTEBRA, SACRAL AND SACROCOCCYGEAL REGION, SEQUELA OF FRACTURE"
M7032,M70.32,2.0,"OTHER BURSITIS OF ELBOW, LEFT ELBOW"
M7041,M70.41,2.0,"PREPATELLAR BURSITIS, RIGHT KNEE"
20712,207.12,1.0,"CHRONIC ERYTHREMIA, IN RELAPSE"
2127,212.7,1.0,BENIGN NEOPLASM OF HEART
23989,239.89,1.0,"NEOPLASMS OF UNSPECIFIED NATURE, OTHER SPECIFIED SITES"
3023,302.3,1.0,TRANSVESTIC FETISHISM
M62441,M62.441,2.0,"CONTRACTURE OF MUSCLE, RIGHT HAND"
M6259,M62.59,2.0,"MUSCLE WASTING AND ATROPHY, NOT ELSEWHERE CLASSIFIED, MULTIPLE SITES"
M65222,M65.222,2.0,"CALCIFIC TENDINITIS, LEFT UPPER ARM"
M66879,M66.879,2.0,"SPONTANEOUS RUPTURE OF OTHER TENDONS, UNSPECIFIED ANKLE AND FOOT"
M76812,M76.812,2.0,"ANTERIOR TIBIAL SYNDROME, LEFT LEG"
M797,M79.7,2.0,FIBROMYALGIA
M80879S,M80.879S,2.0,"OTHER OSTEOPOROSIS WITH CURRENT PATHOLOGICAL FRACTURE, UNSPECIFIED ANKLE AND FOOT, SEQUELA"
M84459S,M84.459S,2.0,"PATHOLOGICAL FRACTURE, HIP, UNSPECIFIED, SEQUELA"
S72302D,S72.302D,2.0,"UNSPECIFIED FRACTURE OF SHAFT OF LEFT FEMUR, SUBSEQUENT ENCOUNTER FOR CLOSED FRACTURE WITH ROUTINE HEALING"
S72433A,S72.433A,2.0,"DISPLACED FRACTURE OF MEDIAL CONDYLE OF UNSPECIFIED FEMUR, INITIAL ENCOUNTER FOR CLOSED FRACTURE"
S72445A,S72.445A,2.0,"NONDISPLACED FRACTURE OF LOWER EPIPHYSIS (SEPARATION) OF LEFT FEMUR, INITIAL ENCOUNTER FOR CLOSED FRACTURE"
S73016A,S73.016A,2.0,"POSTERIOR DISLOCATION OF UNSPECIFIED HIP, INITIAL ENCOUNTER"
S76009D,S76.009D,2.0,"UNSPECIFIED INJURY OF MUSCLE, FASCIA AND TENDON OF UNSPECIFIED HIP, SUBSEQUENT ENCOUNTER"
S81829A,S81.829A,2.0,"LACERATION WITH FOREIGN BODY, UNSPECIFIED LOWER LEG, INITIAL ENCOUNTER"
S82002S,S82.002S,2.0,"UNSPECIFIED FRACTURE OF LEFT PATELLA, SEQUELA"
S82146A,S82.146A,2.0,"NONDISPLACED BICONDYLAR FRACTURE OF UNSPECIFIED TIBIA, INITIAL ENCOUNTER FOR CLOSED FRACTURE"
C103,C10.3,2.0,MALIGNANT NEOPLASM OF POSTERIOR WALL OF OROPHARYNX
C602,C60.2,2.0,MALIGNANT NEOPLASM OF BODY OF PENIS
C8107,C81.07,2.0,"NODULAR LYMPHOCYTE PREDOMINANT HODGKIN LYMPHOMA, SPLEEN"
C8119,C81.19,2.0,"NODULAR SCLEROSIS HODGKIN LYMPHOMA, EXTRANODAL AND SOLID ORGAN SITES"
T8119XS,T81.19XS,2.0,"OTHER POSTPROCEDURAL SHOCK, SEQUELA"
M7531,M75.31,2.0,CALCIFIC TENDINITIS OF RIGHT SHOULDER
M7910,M79.10,2.0,"MYALGIA, UNSPECIFIED SITE"
M80032A,M80.032A,2.0,"AGE-RELATED OSTEOPOROSIS WITH CURRENT PATHOLOGICAL FRACTURE, LEFT FOREARM, INITIAL ENCOUNTER FOR FRACTURE"
M84362G,M84.362G,2.0,"STRESS FRACTURE, LEFT TIBIA, SUBSEQUENT ENCOUNTER FOR FRACTURE WITH DELAYED HEALING"
M84453,M84.453,2.0,"PATHOLOGICAL FRACTURE, UNSPECIFIED FEMUR"
79552,795.52,1.0,NONSPECIFIC REACTION TO CELL MEDIATED IMMUNITY MEASUREMENT OF GAMMA INTERFERON ANTIGEN RESPONSE WITHOUT ACTIVE TUBERCULOSIS
80300,803.00,1.0,"OTHER CLOSED SKULL FRACTURE WITHOUT MENTION OF INTRACRANIAL INJURY, WITH STATE OF CONSCIOUSNESS UNSPECIFIED"
81251,812.51,1.0,"SUPRACONDYLAR FRACTURE OF HUMERUS, OPEN"
81330,813.30,1.0,"FRACTURE OF SHAFT OF RADIUS OR ULNA, UNSPECIFIED, OPEN"
G458,G45.8,2.0,OTHER TRANSIENT CEREBRAL ISCHEMIC ATTACKS AND RELATED SYNDROMES
G4733,G47.33,2.0,OBSTRUCTIVE SLEEP APNEA (ADULT) (PEDIATRIC)
G8310,G83.10,2.0,MONOPLEGIA OF LOWER LIMB AFFECTING UNSPECIFIED SIDE
H02233,H02.233,2.0,"PARALYTIC LAGOPHTHALMOS RIGHT EYE, UNSPECIFIED EYELID"
H15831,H15.831,2.0,"STAPHYLOMA POSTICUM, RIGHT EYE"
H16422,H16.422,2.0,"PANNUS (CORNEAL), LEFT EYE"
H18052,H18.052,2.0,"POSTERIOR CORNEAL PIGMENTATIONS, LEFT EYE"
H25099,H25.099,2.0,"OTHER AGE-RELATED INCIPIENT CATARACT, UNSPECIFIED EYE"
H3402,H34.02,2.0,"TRANSIENT RETINAL ARTERY OCCLUSION, LEFT EYE"
H35372,H35.372,2.0,"PUCKERING OF MACULA, LEFT EYE"
2376,237.6,1.0,NEOPLASM OF UNCERTAIN BEHAVIOR OF MENINGES
2942,294.2,1.0,"DEMENTIA, UNSPECIFIED"
29643,296.43,1.0,"BIPOLAR I DISORDER, MOST RECENT EPISODE (OR CURRENT) MANIC, SEVERE, WITHOUT MENTION OF PSYCHOTIC BEHAVIOR"
33392,333.92,1.0,NEUROLEPTIC MALIGNANT SYNDROME
Z7951,Z79.51,2.0,LONG TERM (CURRENT) USE OF INHALED STEROIDS
Z8611,Z86.11,2.0,PERSONAL HISTORY OF TUBERCULOSIS
Z8711,Z87.11,2.0,PERSONAL HISTORY OF PEPTIC ULCER DISEASE
0830,083.0,1.0,Q FEVER
1149,114.9,1.0,"COCCIDIOIDOMYCOSIS, UNSPECIFIED"
1874,187.4,1.0,"MALIGNANT NEOPLASM OF PENIS, PART UNSPECIFIED"
1907,190.7,1.0,MALIGNANT NEOPLASM OF LACRIMAL DUCT
S5010XA,S50.10XA,2.0,"CONTUSION OF UNSPECIFIED FOREARM, INITIAL ENCOUNTER"
S50312A,S50.312A,2.0,"ABRASION OF LEFT ELBOW, INITIAL ENCOUNTER"
S52622A,S52.622A,2.0,"TORUS FRACTURE OF LOWER END OF LEFT ULNA, INITIAL ENCOUNTER FOR CLOSED FRACTURE"
S5331XA,S53.31XA,2.0,"TRAUMATIC RUPTURE OF RIGHT ULNAR COLLATERAL LIGAMENT, INITIAL ENCOUNTER"
S60411D,S60.411D,2.0,"ABRASION OF LEFT INDEX FINGER, SUBSEQUENT ENCOUNTER"
20118,201.18,1.0,HODGKIN'S GRANULOMA INVOLVING LYMPH NODES OF MULTIPLE SITES
20271,202.71,1.0,"PERIPHERAL T CELL LYMPHOMA, LYMPH NODES OF HEAD, FACE, AND NECK"
2384,238.4,1.0,POLYCYTHEMIA VERA
2515,251.5,1.0,ABNORMALITY OF SECRETION OF GASTRIN
2562,256.2,1.0,POSTABLATIVE OVARIAN FAILURE
2739,273.9,1.0,UNSPECIFIED DISORDER OF PLASMA PROTEIN METABOLISM
27949,279.49,1.0,"AUTOIMMUNE DISEASE, NOT ELSEWHERE CLASSIFIED"
2830,283.0,1.0,AUTOIMMUNE HEMOLYTIC ANEMIAS
30120,301.20,1.0,"SCHIZOID PERSONALITY DISORDER, UNSPECIFIED"
S32591G,S32.591G,2.0,"OTHER SPECIFIED FRACTURE OF RIGHT PUBIS, SUBSEQUENT ENCOUNTER FOR FRACTURE WITH DELAYED HEALING"
S34101A,S34.101A,2.0,"UNSPECIFIED INJURY TO L1 LEVEL OF LUMBAR SPINAL CORD, INITIAL ENCOUNTER"
9058,905.8,1.0,LATE EFFECT OF TENDON INJURY
9349,934.9,1.0,"FOREIGN BODY IN RESPIRATORY TREE, UNSPECIFIED"
94211,942.11,1.0,ERYTHEMA DUE TO BURN (FIRST DEGREE) OF BREAST
9635,963.5,1.0,"POISONING BY VITAMINS, NOT ELSEWHERE CLASSIFIED"
97081,970.81,1.0,POISONING BY COCAINE
9850,985.0,1.0,TOXIC EFFECT OF MERCURY AND ITS COMPOUNDS
99651,996.51,1.0,MECHANICAL COMPLICATION OF PROSTHETIC CORNEAL GRAFT
A150,A15.0,2.0,TUBERCULOSIS OF LUNG
A5139,A51.39,2.0,OTHER SECONDARY SYPHILIS OF SKIN
E259,E25.9,2.0,"ADRENOGENITAL DISORDER, UNSPECIFIED"
F1310,F13.10,2.0,"SEDATIVE, HYPNOTIC OR ANXIOLYTIC ABUSE, UNCOMPLICATED"
F14288,F14.288,2.0,COCAINE DEPENDENCE WITH OTHER COCAINE-INDUCED DISORDER
F17291,F17.291,2.0,"NICOTINE DEPENDENCE, OTHER TOBACCO PRODUCT, IN REMISSION"
0078,007.8,1.0,OTHER SPECIFIED PROTOZOAL INTESTINAL DISEASES
03843,038.43,1.0,SEPTICEMIA DUE TO PSEUDOMONAS
1289,128.9,1.0,"HELMINTH INFECTION, UNSPECIFIED"
1531,153.1,1.0,MALIGNANT NEOPLASM OF TRANSVERSE COLON
1762,176.2,1.0,"KAPOSI'S SARCOMA, PALATE"
20031,200.31,1.0,"MARGINAL ZONE LYMPHOMA, LYMPH NODES OF HEAD, FACE, AND NECK"
20622,206.22,1.0,"SUBACUTE MONOCYTIC LEUKEMIA, IN RELAPSE"
2117,211.7,1.0,BENIGN NEOPLASM OF ISLETS OF LANGERHANS
K819,K81.9,2.0,"CHOLECYSTITIS, UNSPECIFIED"
L02439,L02.439,2.0,"CARBUNCLE OF LIMB, UNSPECIFIED"
L89001,L89.001,2.0,"PRESSURE ULCER OF UNSPECIFIED ELBOW, STAGE 1"
M00871,M00.871,2.0,"ARTHRITIS DUE TO OTHER BACTERIA, RIGHT ANKLE AND FOOT"
M05852,M05.852,2.0,OTHER RHEUMATOID ARTHRITIS WITH RHEUMATOID FACTOR OF LEFT HIP
M06031,M06.031,2.0,"RHEUMATOID ARTHRITIS WITHOUT RHEUMATOID FACTOR, RIGHT WRIST"
M06341,M06.341,2.0,"RHEUMATOID NODULE, RIGHT HAND"
S728X2K,S72.8X2K,2.0,"OTHER FRACTURE OF LEFT FEMUR, SUBSEQUENT ENCOUNTER FOR CLOSED FRACTURE WITH NONUNION"
S82242A,S82.242A,2.0,"DISPLACED SPIRAL FRACTURE OF SHAFT OF LEFT TIBIA, INITIAL ENCOUNTER FOR CLOSED FRACTURE"
S82392K,S82.392K,2.0,"OTHER FRACTURE OF LOWER END OF LEFT TIBIA, SUBSEQUENT ENCOUNTER FOR CLOSED FRACTURE WITH NONUNION"
S8254XA,S82.54XA,2.0,"NONDISPLACED FRACTURE OF MEDIAL MALLEOLUS OF RIGHT TIBIA, INITIAL ENCOUNTER FOR CLOSED FRACTURE"
S42242P,S42.242P,2.0,"4-PART FRACTURE OF SURGICAL NECK OF LEFT HUMERUS, SUBSEQUENT ENCOUNTER FOR FRACTURE WITH MALUNION"
S4290XB,S42.90XB,2.0,"FRACTURE OF UNSPECIFIED SHOULDER GIRDLE, PART UNSPECIFIED, INITIAL ENCOUNTER FOR OPEN FRACTURE"
S43006S,S43.006S,2.0,"UNSPECIFIED DISLOCATION OF UNSPECIFIED SHOULDER JOINT, SEQUELA"
S46102D,S46.102D,2.0,"UNSPECIFIED INJURY OF MUSCLE, FASCIA AND TENDON OF LONG HEAD OF BICEPS, LEFT ARM, SUBSEQUENT ENCOUNTER"
G008,G00.8,2.0,OTHER BACTERIAL MENINGITIS
G1222,G12.22,2.0,PROGRESSIVE BULBAR PALSY
G373,G37.3,2.0,ACUTE TRANSVERSE MYELITIS IN DEMYELINATING DISEASE OF CENTRAL NERVOUS SYSTEM
G44031,G44.031,2.0,"EPISODIC PAROXYSMAL HEMICRANIA, INTRACTABLE"
G721,G72.1,2.0,ALCOHOLIC MYOPATHY
H019,H01.9,2.0,UNSPECIFIED INFLAMMATION OF EYELID
H10019,H10.019,2.0,"ACUTE FOLLICULAR CONJUNCTIVITIS, UNSPECIFIED EYE"
23772,237.72,1.0,"NEUROFIBROMATOSIS, TYPE 2 [ACOUSTIC NEUROFIBROMATOSIS]"
27503,275.03,1.0,OTHER HEMOCHROMATOSIS
2962,296.2,1.0,"MAJOR DEPRESSIVE DISORDER, SINGLE EPISODE"
3679,367.9,1.0,UNSPECIFIED DISORDER OF REFRACTION AND ACCOMMODATION
34404,344.04,1.0,"QUADRIPLEGIA, C5-C7, INCOMPLETE"
71594,715.94,1.0,"OSTEOARTHROSIS, UNSPECIFIED WHETHER GENERALIZED OR LOCALIZED, INVOLVING HAND"
71663,716.63,1.0,UNSPECIFIED MONOARTHRITIS INVOLVING FOREARM
7351,735.1,1.0,HALLUX VARUS (ACQUIRED)
M1A4690,M1A.4690,2.0,"OTHER SECONDARY CHRONIC GOUT, UNSPECIFIED KNEE, WITHOUT TOPHUS (TOPHI)"
M2292,M22.92,2.0,"UNSPECIFIED DISORDER OF PATELLA, LEFT KNEE"
M24341,M24.341,2.0,"PATHOLOGICAL DISLOCATION OF RIGHT HAND, NOT ELSEWHERE CLASSIFIED"
M25476,M25.476,2.0,"EFFUSION, UNSPECIFIED FOOT"
M25632,M25.632,2.0,"STIFFNESS OF LEFT WRIST, NOT ELSEWHERE CLASSIFIED"
M436,M43.6,2.0,TORTICOLLIS
M4858XD,M48.58XD,2.0,"COLLAPSED VERTEBRA, NOT ELSEWHERE CLASSIFIED, SACRAL AND SACROCOCCYGEAL REGION, SUBSEQUENT ENCOUNTER FOR FRACTURE WITH ROUTINE HEALING"
M5003,M50.03,2.0,"CERVICAL DISC DISORDER WITH MYELOPATHY, CERVICOTHORACIC REGION"
75831,758.31,1.0,CRI-DU-CHAT SYNDROME
E8503,E850.3,1.0,ACCIDENTAL POISONING BY SALICYLATES
F1111,F11.11,2.0,"OPIOID ABUSE, IN REMISSION"
G4762,G47.62,2.0,SLEEP RELATED LEG CRAMPS
G7081,G70.81,2.0,LAMBERT-EATON SYNDROME IN DISEASE CLASSIFIED ELSEWHERE
J668,J66.8,2.0,AIRWAY DISEASE DUE TO OTHER SPECIFIC ORGANIC DUSTS
K51914,K51.914,2.0,"ULCERATIVE COLITIS, UNSPECIFIED WITH ABSCESS"
K5229,K52.29,2.0,OTHER ALLERGIC AND DIETETIC GASTROENTERITIS AND COLITIS
L42,L42,2.0,PITYRIASIS ROSEA
L609,L60.9,2.0,"NAIL DISORDER, UNSPECIFIED"
N5202,N52.02,2.0,CORPORO-VENOUS OCCLUSIVE ERECTILE DYSFUNCTION
N853,N85.3,2.0,SUBINVOLUTION OF UTERUS
N86,N86,2.0,EROSION AND ECTROPION OF CERVIX UTERI
O00102,O00.102,2.0,LEFT TUBAL PREGNANCY WITHOUT INTRAUTERINE PREGNANCY
O09512,O09.512,2.0,"SUPERVISION OF ELDERLY PRIMIGRAVIDA, SECOND TRIMESTER"
O2291,O22.91,2.0,"VENOUS COMPLICATION IN PREGNANCY, UNSPECIFIED, FIRST TRIMESTER"
O352XX2,O35.2XX2,2.0,"MATERNAL CARE FOR (SUSPECTED) HEREDITARY DISEASE IN FETUS, FETUS 2"
O368912,O36.8912,2.0,"MATERNAL CARE FOR OTHER SPECIFIED FETAL PROBLEMS, FIRST TRIMESTER, FETUS 2"
O878,O87.8,2.0,OTHER VENOUS COMPLICATIONS IN THE PUERPERIUM
N6082,N60.82,2.0,OTHER BENIGN MAMMARY DYSPLASIAS OF LEFT BREAST
N83209,N83.209,2.0,"UNSPECIFIED OVARIAN CYST, UNSPECIFIED SIDE"
N8502,N85.02,2.0,ENDOMETRIAL INTRAEPITHELIAL NEOPLASIA [EIN]
O2252,O22.52,2.0,"CEREBRAL VENOUS THROMBOSIS IN PREGNANCY, SECOND TRIMESTER"
O34219,O34.219,2.0,MATERNAL CARE FOR UNSPECIFIED TYPE SCAR FROM PREVIOUS CESAREAN DELIVERY
O7589,O75.89,2.0,OTHER SPECIFIED COMPLICATIONS OF LABOR AND DELIVERY
S92532B,S92.532B,2.0,"DISPLACED FRACTURE OF DISTAL PHALANX OF LEFT LESSER TOE(S), INITIAL ENCOUNTER FOR OPEN FRACTURE"
H1089,H10.89,2.0,OTHER CONJUNCTIVITIS
H26002,H26.002,2.0,"UNSPECIFIED INFANTILE AND JUVENILE CATARACT, LEFT EYE"
H402222,H40.2222,2.0,"CHRONIC ANGLE-CLOSURE GLAUCOMA, LEFT EYE, MODERATE STAGE"
S8330XA,S83.30XA,2.0,"TEAR OF ARTICULAR CARTILAGE OF UNSPECIFIED KNEE, CURRENT, INITIAL ENCOUNTER"
S8411XA,S84.11XA,2.0,"INJURY OF PERONEAL NERVE AT LOWER LEG LEVEL, RIGHT LEG, INITIAL ENCOUNTER"
L89602,L89.602,2.0,"PRESSURE ULCER OF UNSPECIFIED HEEL, STAGE 2"
L97911,L97.911,2.0,NON-PRESSURE CHRONIC ULCER OF UNSPECIFIED PART OF RIGHT LOWER LEG LIMITED TO BREAKDOWN OF SKIN
M05659,M05.659,2.0,RHEUMATOID ARTHRITIS OF UNSPECIFIED HIP WITH INVOLVEMENT OF OTHER ORGANS AND SYSTEMS
M06212,M06.212,2.0,"RHEUMATOID BURSITIS, LEFT SHOULDER"
M11012,M11.012,2.0,"HYDROXYAPATITE DEPOSITION DISEASE, LEFT SHOULDER"
M1611,M16.11,2.0,"UNILATERAL PRIMARY OSTEOARTHRITIS, RIGHT HIP"
M1A0311,M1A.0311,2.0,"IDIOPATHIC CHRONIC GOUT, RIGHT WRIST, WITH TOPHUS (TOPHI)"
M20011,M20.011,2.0,MALLET FINGER OF RIGHT FINGER(S)
T23051A,T23.051A,2.0,"BURN OF UNSPECIFIED DEGREE OF RIGHT PALM, INITIAL ENCOUNTER"
T24232S,T24.232S,2.0,"BURN OF SECOND DEGREE OF LEFT LOWER LEG, SEQUELA"
T25229A,T25.229A,2.0,"BURN OF SECOND DEGREE OF UNSPECIFIED FOOT, INITIAL ENCOUNTER"
Q544,Q54.4,2.0,CONGENITAL CHORDEE
Q845,Q84.5,2.0,ENLARGED AND HYPERTROPHIC NAILS
R10829,R10.829,2.0,"REBOUND ABDOMINAL TENDERNESS, UNSPECIFIED SITE"
R1915,R19.15,2.0,OTHER ABNORMAL BOWEL SOUNDS
R402330,R40.2330,2.0,"COMA SCALE, BEST MOTOR RESPONSE, ABNORMAL FLEXION, UNSPECIFIED TIME"
Q520,Q52.0,2.0,CONGENITAL ABSENCE OF VAGINA
Q786,Q78.6,2.0,MULTIPLE CONGENITAL EXOSTOSES
Q8743,Q87.43,2.0,MARFAN'S SYNDROME WITH SKELETAL MANIFESTATION
R5381,R53.81,2.0,OTHER MALAISE
R888,R88.8,2.0,ABNORMAL FINDINGS IN OTHER BODY FLUIDS AND SUBSTANCES
S0093XS,S00.93XS,2.0,"CONTUSION OF UNSPECIFIED PART OF HEAD, SEQUELA"
E611,E61.1,2.0,IRON DEFICIENCY
E8350,E83.50,2.0,UNSPECIFIED DISORDER OF CALCIUM METABOLISM
E9205,E920.5,1.0,ACCIDENTS CAUSED BY HYPODERMIC NEEDLE
F514,F51.4,2.0,SLEEP TERRORS [NIGHT TERRORS]
G231,G23.1,2.0,PROGRESSIVE SUPRANUCLEAR OPHTHALMOPLEGIA [STEELE-RICHARDSON-OLSZEWSKI]
0832,083.2,1.0,RICKETTSIALPOX
1119,111.9,1.0,"DERMATOMYCOSIS, UNSPECIFIED"
1503,150.3,1.0,MALIGNANT NEOPLASM OF UPPER THIRD OF ESOPHAGUS
1508,150.8,1.0,MALIGNANT NEOPLASM OF OTHER SPECIFIED PART OF ESOPHAGUS
20205,202.05,1.0,NODULAR LYMPHOMA INVOLVING LYMPH NODES OF INGUINAL REGION AND LOWER LIMB
2114,211.4,1.0,BENIGN NEOPLASM OF RECTUM AND ANAL CANAL
S42025S,S42.025S,2.0,"NONDISPLACED FRACTURE OF SHAFT OF LEFT CLAVICLE, SEQUELA"
S42492A,S42.492A,2.0,"OTHER DISPLACED FRACTURE OF LOWER END OF LEFT HUMERUS, INITIAL ENCOUNTER FOR CLOSED FRACTURE"
S02609S,S02.609S,2.0,"FRACTURE OF MANDIBLE, UNSPECIFIED, SEQUELA"
S20369A,S20.369A,2.0,"INSECT BITE (NONVENOMOUS) OF UNSPECIFIED FRONT WALL OF THORAX, INITIAL ENCOUNTER"
71687,716.87,1.0,OTHER SPECIFIED ARTHROPATHY INVOLVING ANKLE AND FOOT
75555,755.55,1.0,ACROCEPHALOSYNDACTYLY
7904,790.4,1.0,NONSPECIFIC ELEVATION OF LEVELS OF TRANSAMINASE OR LACTIC ACID DEHYDROGENASE (LDH)
79400,794.00,1.0,UNSPECIFIED ABNORMAL FUNCTION STUDY OF BRAIN AND CENTRAL NERVOUS SYSTEM
7945,794.5,1.0,NONSPECIFIC ABNORMAL RESULTS OF FUNCTION STUDY OF THYROID
80505,805.05,1.0,CLOSED FRACTURE OF FIFTH CERVICAL VERTEBRA
H02033,H02.033,2.0,"SENILE ENTROPION OF RIGHT EYE, UNSPECIFIED EYELID"
H18459,H18.459,2.0,"NODULAR CORNEAL DEGENERATION, UNSPECIFIED EYE"
23339,233.39,1.0,"CARCINOMA IN SITU, OTHER FEMALE GENITAL ORGAN"
25000,250.00,1.0,"DIABETES MELLITUS WITHOUT MENTION OF COMPLICATION, TYPE II OR UNSPECIFIED TYPE, NOT STATED AS UNCONTROLLED"
27951,279.51,1.0,ACUTE GRAFT-VERSUS-HOST DISEASE
28981,289.81,1.0,PRIMARY HYPERCOAGULABLE STATE
29181,291.81,1.0,ALCOHOL WITHDRAWAL
34121,341.21,1.0,ACUTE (TRANSVERSE) MYELITIS IN CONDITIONS CLASSIFIED ELSEWHERE
Z578,Z57.8,2.0,OCCUPATIONAL EXPOSURE TO OTHER RISK FACTORS
Z6852,Z68.52,2.0,"BODY MASS INDEX [BMI] PEDIATRIC, 5TH PERCENTILE TO LESS THAN 85TH PERCENTILE FOR AGE"
Z85060,Z85.060,2.0,PERSONAL HISTORY OF MALIGNANT CARCINOID TUMOR OF SMALL INTESTINE
Z8551,Z85.51,2.0,PERSONAL HISTORY OF MALIGNANT NEOPLASM OF BLADDER
Z8613,Z86.13,2.0,PERSONAL HISTORY OF MALARIA
Z96651,Z96.651,2.0,PRESENCE OF RIGHT ARTIFICIAL KNEE JOINT
Z9714,Z97.14,2.0,PRESENCE OF ARTIFICIAL LEFT LEG (COMPLETE) (PARTIAL)
04619,046.19,1.0,OTHER AND UNSPECIFIED CREUTZFELDT-JAKOB DISEASE
0559,055.9,1.0,MEASLES WITHOUT MENTION OF COMPLICATION
09815,098.15,1.0,GONOCOCCAL CERVICITIS (ACUTE)
1648,164.8,1.0,MALIGNANT NEOPLASM OF OTHER PARTS OF MEDIASTINUM
S5011XA,S50.11XA,2.0,"CONTUSION OF RIGHT FOREARM, INITIAL ENCOUNTER"
S52571D,S52.571D,2.0,"OTHER INTRAARTICULAR FRACTURE OF LOWER END OF RIGHT RADIUS, SUBSEQUENT ENCOUNTER FOR CLOSED FRACTURE WITH ROUTINE HEALING"
20882,208.82,1.0,"OTHER LEUKEMIA OF UNSPECIFIED CELL TYPE, IN RELAPSE"
2329,232.9,1.0,"CARCINOMA IN SITU OF SKIN, SITE UNSPECIFIED"
28260,282.60,1.0,"SICKLE-CELL DISEASE, UNSPECIFIED"
30482,304.82,1.0,"COMBINATIONS OF DRUG DEPENDENCE EXCLUDING OPIOID TYPE DRUG, EPISODIC USE"
S31102A,S31.102A,2.0,"UNSPECIFIED OPEN WOUND OF ABDOMINAL WALL, EPIGASTRIC REGION WITHOUT PENETRATION INTO PERITONEAL CAVITY, INITIAL ENCOUNTER"
E299,E29.9,2.0,"TESTICULAR DYSFUNCTION, UNSPECIFIED"
E8582,E858.2,1.0,ACCIDENTAL POISONING BY AGENTS PRIMARILY AFFECTING BLOOD CONSTITUENTS
E8941,E89.41,2.0,SYMPTOMATIC POSTPROCEDURAL OVARIAN FAILURE
E9426,E942.6,1.0,OTHER ANTIHYPERTENSIVE AGENTS CAUSING ADVERSE EFFECTS IN THERAPEUTIC USE
F13230,F13.230,2.0,"SEDATIVE, HYPNOTIC OR ANXIOLYTIC DEPENDENCE WITH WITHDRAWAL, UNCOMPLICATED"
F1599,F15.99,2.0,"OTHER STIMULANT USE, UNSPECIFIED WITH UNSPECIFIED STIMULANT-INDUCED DISORDER"
F200,F20.0,2.0,PARANOID SCHIZOPHRENIA
S79811A,S79.811A,2.0,"OTHER SPECIFIED INJURIES OF RIGHT HIP, INITIAL ENCOUNTER"
S81011D,S81.011D,2.0,"LACERATION WITHOUT FOREIGN BODY, RIGHT KNEE, SUBSEQUENT ENCOUNTER"
